pointNumber,player1Name,player2Name,pointScore,gameScore,setScore,tiebreakScore,side,serverName,returnerName,clientTeam,opponentTeam,Position,pointEndPosition,Duration,rallyCount,rallyCountFreq,firstServeIn,secondServeIn,serveResult,serveInPlacement,firstServeZone,secondServeZone,isAce,serverFarNear,serverStartLocation,returnerStartLocation,firstServeXCoord,firstServeYCoord,secondServeXCoord,secondServeYCoord,returnDirection,returnFhBh,errorType,returnError,lastShotDirection,lastShotFhBh,lastShotHitBy,lastShotResult,pointWonBy,isExcitingPoint,isBreakPoint,atNetPlayer1,atNetPlayer2,setNum,player1SetScore,player2SetScore,player1GameScore,player2GameScore,player1PointScore,player2PointScore,player1TiebreakScore,player2TiebreakScore,gameNumber,player1ServeResult,player1ServePlacement,player1ReturnPlacement,player1ReturnFhBh,player1LastShotPlacement,player1LastShotFhBh,player1LastShotResult,player2ServeResult,player2ServePlacement,player2ReturnPlacement,player2ReturnFhBh,player2LastShotPlacement,player2LastShotFhBh,player2LastShotResult,deepCountPlayer1,deepCountPlayer2,shortCountPlayer1,shortCountPlayer2,Name
66,Kaylan Bigun,Maxi Homberg,15-0,0-3,1-0,,Ad,Maxi Homberg,Kaylan Bigun,"Univeristy of California, Los Angeles",Pepperdine University,2630780.0,2636639.0,5859.0,2,1-4,1,0,1st Serve In,T,T,,False,Far,,,0.8815069991,-192.6094707,,,Down the Line,Backhand,Wide Left,Wide Left,Down the Line,Backhand,Kaylan Bigun,Error,Maxi Homberg,,False,,,2,1,0,0,3,15,0,,,4,,,Down the Line,Backhand,Down the Line,Backhand,Error,1st Serve In,Ad: T,,,,,,0.0,0.0,0.0,0.0,"Set 2: 0-3, 15-0 Maxi Homberg Serving"
67,Kaylan Bigun,Maxi Homberg,15-15,0-3,1-0,,Deuce,Maxi Homberg,Kaylan Bigun,"Univeristy of California, Los Angeles",Pepperdine University,2652909.0,2661280.0,8371.0,4,1-4,1,0,1st Serve In,Wide,Wide,,False,Far,,,124.5453029,-206.5177603,,,Crosscourt,Backhand,Wide Left,,Crosscourt,Forehand,Kaylan Bigun,Error,Maxi Homberg,,False,,,2,1,0,0,3,15,15,,,4,,,Crosscourt,Backhand,Crosscourt,Forehand,Error,1st Serve In,Deuce: Wide,,,,,,0.0,0.0,1.0,1.0,"Set 2: 0-3, 15-15 Maxi Homberg Serving"
68,Kaylan Bigun,Maxi Homberg,30-15,0-3,1-0,,Ad,Maxi Homberg,Kaylan Bigun,"Univeristy of California, Los Angeles",Pepperdine University,2676110.0,2696030.0,19920.0,6,5-8,0,1,2nd Serve In,Wide,Wide,Wide,False,Far,,,-153.5821358,-257.4183782,-105.2821741,-132.5701553,Crosscourt,Forehand,,,Down the Line,,Kaylan Bigun,Winner,Kaylan Bigun,,False,Kaylan Bigun,,2,1,0,0,3,30,15,,,4,,,Crosscourt,Forehand,Down the Line,,Winner,2nd Serve In,Ad: Wide,,,,,,3.0,0.0,0.0,2.0,"Set 2: 0-3, 30-15 Maxi Homberg Serving"
69,Kaylan Bigun,Maxi Homberg,30-30,0-3,1-0,,Deuce,Maxi Homberg,Kaylan Bigun,"Univeristy of California, Los Angeles",Pepperdine University,2721310.0,2727080.0,5770.0,2,1-4,1,0,1st Serve In,Wide,Wide,,False,Far,,,135.6396982,-188.0391459,,,Down the Line,Backhand,,,Down the Line,Backhand,Kaylan Bigun,Winner,Kaylan Bigun,,False,,,2,1,0,0,3,30,30,,,4,,,Down the Line,Backhand,Down the Line,Backhand,Winner,1st Serve In,Deuce: Wide,,,,,,1.0,0.0,0.0,0.0,"Set 2: 0-3, 30-30 Maxi Homberg Serving"
70,Kaylan Bigun,Maxi Homberg,30-40,0-3,1-0,,Ad,Maxi Homberg,Kaylan Bigun,"Univeristy of California, Los Angeles",Pepperdine University,2741879.0,2764379.0,22500.0,8,5-8,0,1,2nd Serve In,T,Wide,T,False,Far,,,-193.1166339,-295.0057524,-24.54447725,-140.5231245,Down the Line,Backhand,Wide Left,,Crosscourt,Backhand,Kaylan Bigun,Error,Maxi Homberg,,True,,,2,1,0,0,3,30,40,,,4,,,Down the Line,Backhand,Crosscourt,Backhand,Error,2nd Serve In,Ad: T,,,,,,1.0,1.0,2.0,2.0,"Set 2: 0-3, 30-40 Maxi Homberg Serving"
71,Kaylan Bigun,Maxi Homberg,0-0,1-3,1-0,,Deuce,Kaylan Bigun,Maxi Homberg,"Univeristy of California, Los Angeles",Pepperdine University,2795739.0,2831520.0,35781.0,18,13+,0,1,2nd Serve In,T,T,T,False,Near,,,-47.77082787,-164.3070101,-31.99690507,242.4573327,Crosscourt,Backhand,Net,,Crosscourt,Backhand,Maxi Homberg,Error,Kaylan Bigun,,False,,,2,1,0,1,3,0,0,,,5,2nd Serve In,Deuce: T,,,,,,,,Crosscourt,Backhand,Crosscourt,Backhand,Error,6.0,3.0,2.0,5.0,"Set 2: 1-3, 0-0 Kaylan Bigun Serving"
72,Kaylan Bigun,Maxi Homberg,15-0,1-3,1-0,,Ad,Kaylan Bigun,Maxi Homberg,"Univeristy of California, Los Angeles",Pepperdine University,2866939.0,2872969.0,6030.0,2,1-4,1,0,1st Serve In,T,T,,False,Near,,,23.5275864,243.9988025,,,Down the Line,Forehand,Net,Net,Down the Line,Forehand,Maxi Homberg,Error,Kaylan Bigun,,False,,,2,1,0,1,3,15,0,,,5,1st Serve In,Ad: T,,,,,,,,Down the Line,Forehand,Down the Line,Forehand,Error,0.0,0.0,0.0,0.0,"Set 2: 1-3, 15-0 Kaylan Bigun Serving"
73,Kaylan Bigun,Maxi Homberg,30-0,1-3,1-0,,Deuce,Kaylan Bigun,Maxi Homberg,"Univeristy of California, Los Angeles",Pepperdine University,2892310.0,2898010.0,5700.0,2,1-4,1,0,1st Serve In,Wide,Wide,,False,Near,,,-151.4584044,242.814988,,,Down the Line,Forehand,Net,Net,Down the Line,Forehand,Maxi Homberg,Error,Kaylan Bigun,,False,,,2,1,0,1,3,30,0,,,5,1st Serve In,Deuce: Wide,,,,,,,,Down the Line,Forehand,Down the Line,Forehand,Error,0.0,0.0,0.0,0.0,"Set 2: 1-3, 30-0 Kaylan Bigun Serving"
74,Kaylan Bigun,Maxi Homberg,40-0,1-3,1-0,,Ad,Kaylan Bigun,Maxi Homberg,"Univeristy of California, Los Angeles",Pepperdine University,2918340.0,2932719.0,14379.0,2,1-4,0,1,2nd Serve In,Wide,T,Wide,False,Near,,,9.348222878,416.9771161,135.5673939,191.0949475,Down the Line,Backhand,Long,Long,Down the Line,Backhand,Maxi Homberg,Error,Kaylan Bigun,,False,,,2,1,0,1,3,40,0,,,5,2nd Serve In,Ad: Wide,,,,,,,,Down the Line,Backhand,Down the Line,Backhand,Error,0.0,0.0,0.0,0.0,"Set 2: 1-3, 40-0 Kaylan Bigun Serving"
75,Kaylan Bigun,Maxi Homberg,0-0,2-3,1-0,,Deuce,Maxi Homberg,Kaylan Bigun,"Univeristy of California, Los Angeles",Pepperdine University,2999439.0,3013040.0,13601.0,2,1-4,0,1,2nd Serve In,T,T,T,False,Near,,,-1.707704506,427.9513233,-31.60112642,244.53896,Crosscourt,Forehand,Wide Left,Wide Left,Crosscourt,Forehand,Kaylan Bigun,Error,Maxi Homberg,,False,,,2,1,0,2,3,0,0,,,6,,,Crosscourt,Forehand,Crosscourt,Forehand,Error,2nd Serve In,Deuce: T,,,,,,0.0,0.0,0.0,0.0,"Set 2: 2-3, 0-0 Maxi Homberg Serving"
